,data_base,ocupacao,modalidade,carteira_ativa,carteira_ativa_deflacionada
282,2018-11-30,Aposentado/pensionista,Empréstimo sem consignação em folha,16030659881.51,20335078116.47751
283,2018-11-30,Aposentado/pensionista,Habitacional,21207635581.0,26902131876.857
284,2018-11-30,Aposentado/pensionista,Outros créditos,9420623973.15,11950170848.60771
285,2018-11-30,Aposentado/pensionista,Rural e agroindustrial,6327303537.93,8026257974.500261
286,2018-11-30,Aposentado/pensionista,Veículos,13253333226.23,16812007019.745201
287,2018-11-30,Autônomo,Cartão de crédito,14865080038.38,18856526557.388004
288,2018-11-30,Autônomo,Empréstimo com consignação em folha,5562991747.18,7056719597.095547
289,2018-11-30,Autônomo,Empréstimo sem consignação em folha,8046232519.97,10206739338.637846
290,2018-11-30,Autônomo,Habitacional,40143395213.29,50922362744.68251
291,2018-11-30,Autônomo,Outros créditos,12340213368.63,15653703882.428947
292,2018-11-30,Autônomo,Rural e agroindustrial,47339698975.02,60050957588.95764
293,2018-11-30,Autônomo,Veículos,13576554115.35,17222016468.995235
294,2018-11-30,Empregado de empresa privada,Cartão de crédito,42752870074.38,54232511892.34511
295,2018-11-30,Empregado de empresa privada,Empréstimo com consignação em folha,21520037483.14,27298417315.5544
296,2018-11-30,Empregado de empresa privada,Empréstimo sem consignação em folha,15881865315.47,20146330482.50015
297,2018-11-30,Empregado de empresa privada,Habitacional,199258636770.03,252761893399.9682
298,2018-11-30,Empregado de empresa privada,Outros créditos,16937362028.58,21485240313.500526
299,2018-11-30,Empregado de empresa privada,Rural e agroindustrial,6672218705.3,8463786867.500903
300,2018-11-30,Empregado de empresa privada,Veículos,39862805996.53,50566432066.61747
301,2018-11-30,Empregado de entidades sem fins lucrativos,Cartão de crédito,296642762.98,376294787.767515
302,2018-11-30,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,214878704.45,272576130.54333246
303,2018-11-30,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,109996274.22,139531550.49874893
304,2018-11-30,Empregado de entidades sem fins lucrativos,Habitacional,715456369.0,907564707.8837489
305,2018-11-30,Empregado de entidades sem fins lucrativos,Outros créditos,108878548.41,138113702.3360935
306,2018-11-30,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,204267970.47,259116291.33825183
280,2018-11-30,Aposentado/pensionista,Cartão de crédito,26559234770.12,33690697560.56622
446,2018-12-31,Servidor ou empregado público,Rural e agroindustrial,5879802614.94,7474297180.497215
447,2018-12-31,Servidor ou empregado público,Veículos,22710162385.54,28868741657.34349
393,2018-12-31,Aposentado/pensionista,Empréstimo com consignação em folha,88779122396.4,112854391153.94539
422,2018-12-31,Empresário,Empréstimo sem consignação em folha,19311626068.39,24548584659.462555
423,2018-12-31,Empresário,Habitacional,93500723637.89,118856404003.32759
424,2018-12-31,Empresário,Outros créditos,35799658083.74,45507868376.0871
425,2018-12-31,Empresário,Rural e agroindustrial,96360585175.2,122491807506.60431
426,2018-12-31,Empresário,Veículos,25923021492.94,32952869193.658695
427,2018-12-31,MEI,Cartão de crédito,3160074702.02,4017028968.8729095
392,2018-12-31,Aposentado/pensionista,Cartão de crédito,27582003162.23,35061736246.74043
428,2018-12-31,MEI,Empréstimo com consignação em folha,398021105.76,505957125.3295736
429,2018-12-31,MEI,Empréstimo sem consignação em folha,735482296.19,934931597.6612306
430,2018-12-31,MEI,Habitacional,8143983762.7,10352482704.248884
431,2018-12-31,MEI,Outros créditos,1201628876.82,1527488576.4360666
421,2018-12-31,Empresário,Empréstimo com consignação em folha,7273823186.78,9246350548.952877
432,2018-12-31,MEI,Rural e agroindustrial,232169669.33,295129822.9741506
434,2018-12-31,Outros,Cartão de crédito,71972695946.51,91490370275.17165
435,2018-12-31,Outros,Empréstimo com consignação em folha,93349681714.24,118664402281.84029
436,2018-12-31,Outros,Empréstimo sem consignação em folha,25520977241.25,32441797919.053955
437,2018-12-31,Outros,Habitacional,122883267073.98,156206954003.45636
438,2018-12-31,Outros,Outros créditos,28936487644.51,36783532063.69677
439,2018-12-31,Outros,Rural e agroindustrial,77315814573.96,98282444619.76582
440,2018-12-31,Outros,Veículos,51335014782.29,65256128713.08409
441,2018-12-31,Servidor ou empregado público,Cartão de crédito,35306411751.26,44880862690.083565
442,2018-12-31,Servidor ou empregado público,Empréstimo com consignação em folha,119359842804.14,151728041732.00604
443,2018-12-31,Servidor ou empregado público,Empréstimo sem consignação em folha,17846937323.5,22686699206.297726
444,2018-12-31,Servidor ou empregado público,Habitacional,108638899471.42,138099775313.60394
433,2018-12-31,MEI,Veículos,3173284018.41,4033820409.4561715
420,2018-12-31,Empresário,Cartão de crédito,36220880747.79,46043318896.52988
445,2018-12-31,Servidor ou empregado público,Outros créditos,10775361303.57,13697441544.291348
418,2018-12-31,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,207027608.97,263169697.24082163
394,2018-12-31,Aposentado/pensionista,Empréstimo sem consignação em folha,16062011283.09,20417733979.925297
395,2018-12-31,Aposentado/pensionista,Habitacional,21126562079.59,26855698009.973125
396,2018-12-31,Aposentado/pensionista,Outros créditos,9117763279.59,11590333355.735617
397,2018-12-31,Aposentado/pensionista,Rural e agroindustrial,6328864241.69,8045136079.435537
398,2018-12-31,Aposentado/pensionista,Veículos,13438153642.69,17082334299.358313
399,2018-12-31,Autônomo,Cartão de crédito,15549509639.56,19766251295.880203
419,2018-12-31,Empregado de entidades sem fins lucrativos,Veículos,210791693.01,267954531.7956145
401,2018-12-31,Autônomo,Empréstimo sem consignação em folha,8248741444.5199995,10485648746.910444
402,2018-12-31,Autônomo,Habitacional,40199821267.76,51101275065.70672
403,2018-12-31,Autônomo,Outros créditos,12663476203.89,16097578555.703688
404,2018-12-31,Autônomo,Rural e agroindustrial,48105491383.3,61150817835.11561
405,2018-12-31,Autônomo,Veículos,13847103553.74,17602183921.41179
400,2018-12-31,Autônomo,Empréstimo com consignação em folha,5593588484.96,7110467030.945537
407,2018-12-31,Empregado de empresa privada,Empréstimo com consignação em folha,21641007014.82,27509650970.7648
408,2018-12-31,Empregado de empresa privada,Empréstimo sem consignação em folha,15750488971.75,20021732534.67367
409,2018-12-31,Empregado de empresa privada,Habitacional,200805827214.7,255260682452.95325
410,2018-12-31,Empregado de empresa privada,Outros créditos,16786782459.34,21339049798.484676
411,2018-12-31,Empregado de empresa privada,Rural e agroindustrial,6795699884.27,8638568981.115847
412,2018-12-31,Empregado de empresa privada,Veículos,40681666354.82,51713787697.763115
413,2018-12-31,Empregado de entidades sem fins lucrativos,Cartão de crédito,310730100.07,394994400.82352465
414,2018-12-31,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,215901830.16,274450444.36165035
415,2018-12-31,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,109948173.67,139764100.6476006
416,2018-12-31,Empregado de entidades sem fins lucrativos,Habitacional,719901195.22,915125188.0458456
417,2018-12-31,Empregado de entidades sem fins lucrativos,Outros créditos,108703102.65,138181389.2159857
406,2018-12-31,Empregado de empresa privada,Cartão de crédito,44654004702.4,56763351306.55803
543,2019-01-31,MEI,Outros créditos,1355364184.6,1720333394.216969
542,2019-01-31,MEI,Habitacional,9426993509.13,11965471660.747135
541,2019-01-31,MEI,Empréstimo sem consignação em folha,858634571.63,1089845625.1005404
540,2019-01-31,MEI,Empréstimo com consignação em folha,468143298.52,594203800.6268559
534,2019-01-31,Empresário,Empréstimo sem consignação em folha,19673152312.52,24970691477.090508
538,2019-01-31,Empresário,Veículos,26624235662.94,33793545843.16057
537,2019-01-31,Empresário,Rural e agroindustrial,98259126626.97,124718108050.68419
536,2019-01-31,Empresário,Outros créditos,33467272287.49,42479258920.7401
535,2019-01-31,Empresário,Habitacional,95687328904.16,121453782819.13992
539,2019-01-31,MEI,Cartão de crédito,3542190708.22,4496023307.443624
544,2019-01-31,MEI,Rural e agroindustrial,254351581.65,322842764.1486898
557,2019-01-31,Servidor ou empregado público,Outros créditos,10657981914.71,13527937665.142965
546,2019-01-31,Outros,Cartão de crédito,68695260455.58,87193355062.01532
547,2019-01-31,Outros,Empréstimo com consignação em folha,92192544933.97,117017931822.18713
548,2019-01-31,Outros,Empréstimo sem consignação em folha,25441601580.04,32292454897.22233
549,2019-01-31,Outros,Habitacional,116433582362.89,147786537539.58105
550,2019-01-31,Outros,Outros créditos,26908469109.91,34154316989.492874
551,2019-01-31,Outros,Rural e agroindustrial,77800724192.78,98750716186.73749
552,2019-01-31,Outros,Veículos,49446006598.31,62760708397.24127
553,2019-01-31,Servidor ou empregado público,Cartão de crédito,35187722659.6,44662988033.4489
554,2019-01-31,Servidor ou empregado público,Empréstimo com consignação em folha,118736145378.16,150709129188.7229
555,2019-01-31,Servidor ou empregado público,Empréstimo sem consignação em folha,17895970983.34,22714955031.56126
556,2019-01-31,Servidor ou empregado público,Habitacional,107926640143.45,136988866368.20071
533,2019-01-31,Empresário,Empréstimo com consignação em folha,7261271793.18,9216569607.068314
545,2019-01-31,MEI,Veículos,3645080536.16,4626619060.925673
532,2019-01-31,Empresário,Cartão de crédito,36110319328.03,45834019315.02423
519,2019-01-31,Empregado de empresa privada,Empréstimo com consignação em folha,21717515165.78,27565555445.255497
530,2019-01-31,Empregado de entidades sem fins lucrativos,Rural e agroindustrial,189712262.69,240797524.75854892
558,2019-01-31,Servidor ou empregado público,Rural e agroindustrial,5937853760.66,7536784747.971577
506,2019-01-31,Aposentado/pensionista,Empréstimo sem consignação em folha,17027351162.26,21612435353.041275
507,2019-01-31,Aposentado/pensionista,Habitacional,23186035971.96,29429516004.10667
508,2019-01-31,Aposentado/pensionista,Outros créditos,9614028206.56,12202870611.908777
509,2019-01-31,Aposentado/pensionista,Rural e agroindustrial,6790133227.64,8618563981.118309
510,2019-01-31,Aposentado/pensionista,Veículos,14450361811.75,18341520504.76954
511,2019-01-31,Autônomo,Cartão de crédito,15314875280.41,19438828082.16068
512,2019-01-31,Autônomo,Empréstimo com consignação em folha,5593034178.32,7099112977.373241
513,2019-01-31,Autônomo,Empréstimo sem consignação em folha,8376182380.12,10631700636.847572
514,2019-01-31,Autônomo,Habitacional,39853688852.13,50585394386.29621
515,2019-01-31,Autônomo,Outros créditos,11655284503.79,14793791498.103523
531,2019-01-31,Empregado de entidades sem fins lucrativos,Veículos,204889464.97,260061607.5856863
516,2019-01-31,Autônomo,Rural e agroindustrial,49693581796.4,63074950049.55394
518,2019-01-31,Empregado de empresa privada,Cartão de crédito,44772238006.23,56828398633.44848
520,2019-01-31,Empregado de empresa privada,Empréstimo sem consignação em folha,16441262277.51,20868525862.240932
521,2019-01-31,Empregado de empresa privada,Habitacional,202184882434.5,256628741566.2778
522,2019-01-31,Empregado de empresa privada,Outros créditos,17273838605.67,21925296342.70844
523,2019-01-31,Empregado de empresa privada,Rural e agroindustrial,6833270366.45,8673316984.974401
524,2019-01-31,Empregado de empresa privada,Veículos,41876383742.14,53152755694.1525
525,2019-01-31,Empregado de entidades sem fins lucrativos,Cartão de crédito,299071197.36,379604370.48047245
526,2019-01-31,Empregado de entidades sem fins lucrativos,Empréstimo com consignação em folha,211331910.06,268238858.8032305
527,2019-01-31,Empregado de entidades sem fins lucrativos,Empréstimo sem consignação em folha,109399989.43,138858955.60900927
528,2019-01-31,Empregado de entidades sem fins lucrativos,Habitacional,702943237.39,892230102.6258086
529,2019-01-31,Empregado de entidades sem fins lucrativos,Outros créditos,103459700.34,131319079.75206704
517,2019-01-31,Autônomo,Veículos,13810722605.64,17529640790.797153
559,2019-01-31,Servidor ou empregado público,Veículos,22882888465.72,29044737666.08959
504,2019-01-31,Aposentado/pensionista,Cartão de crédito,28664845988.5,36383646811.9868
505,2019-01-31,Aposentado/pensionista,Empréstimo com consignação em folha,93278648179.22,118396498338.55293
561,2019-02-28,Aposentado/pensionista,Empréstimo com consignação em folha,89395605256.87,113105943219.3619
592,2019-02-28,Empresário,Outros créditos,33596754476.61,42507599711.05253
593,2019-02-28,Empresário,Rural e agroindustrial,98646479809.25,124810421183.84799
594,2019-02-28,Empresário,Veículos,26245356968.97,33206395846.579685
595,2019-02-28,MEI,Cartão de crédito,3029138759.4,3832555253.0216255
596,2019-02-28,MEI,Empréstimo com consignação em folha,398964642.17,504781773.4904279
597,2019-02-28,MEI,Empréstimo sem consignação em folha,762130563.15,964269954.3640001
598,2019-02-28,MEI,Habitacional,8052784750.37,10188619587.237446
599,2019-02-28,MEI,Outros créditos,1205638926.75,1525409751.4101048
600,2019-02-28,MEI,Rural e agroindustrial,228588413.78,289216769.38495547
601,2019-02-28,MEI,Veículos,3209222862.18,4060402944.6974874
602,2019-02-28,Outros,Cartão de crédito,70736541187.79,89497947780.88802
603,2019-02-28,Outros,Empréstimo com consignação em folha,96210531627.69,121728388057.97842
604,2019-02-28,Outros,Empréstimo sem consignação em folha,27100621102.12,34288501126.852245
605,2019-02-28,Outros,Habitacional,126812969903.21,160447491038.70343
606,2019-02-28,Outros,Outros créditos,28604904081.16,36191764097.37814
607,2019-02-28,Outros,Rural e agroindustrial,79082168353.56999,100057080186.00291
608,2019-02-28,Outros,Veículos,53591940351.5,67806095668.73938
609,2019-02-28,Servidor ou empregado público,Cartão de crédito,34029841734.0,43055554418.69872
610,2019-02-28,Servidor ou empregado público,Empréstimo com consignação em folha,121385254297.29,153580185969.62283
611,2019-02-28,Servidor ou empregado público,Empréstimo sem consignação em folha,18445920238.69,23338319609.238453
612,2019-02-28,Servidor ou empregado público,Habitacional,108413739730.71,137168245071.39873
613,2019-02-28,Servidor ou empregado público,Outros créditos,10938256614.22,13839403267.888275
614,2019-02-28,Servidor ou empregado público,Rural e agroindustrial,6001595984.18,7593395365.037219
615,2019-02-28,Servidor ou empregado público,Veículos,23168011202.34,29312847673.303593
591,2019-02-28,Empresário,Habitacional,93693332246.29,118543553529.63272
590,2019-02-28,Empresário,Empréstimo sem consignação em folha,19758492159.5,24999024122.84267
589,2019-02-28,Empresário,Empréstimo com consignação em folha,7527388631.3,9523872998.851463
