,data_base,porte,modalidade,longo_prazo,numero_de_operacoes,longo_prazo_deflacionado
523,2018-06-30,Sem rendimento,Rural e agroindustrial,1344800648.17,52514.0,1756934000.0179918
516,2018-06-30,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,14346111966.41,714414.0,18742682728.58866
512,2018-06-30,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,48294147348.51,6187710.0,63094578065.48431
513,2018-06-30,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,10038774958.44,3692008.0,13115300819.5032
514,2018-06-30,Mais de 5 a 10 salários mínimos,Habitacional,100574915433.67,919998.0,131397533690.07262
515,2018-06-30,Mais de 5 a 10 salários mínimos,Outros créditos,7518238376.77,5339216.0,9822309828.867287
517,2018-06-30,Mais de 5 a 10 salários mínimos,Veículos,18287230488.24,1658379.0,23891613269.725983
518,2018-06-30,Sem rendimento,Cartão de crédito,49559271.96,8504465.0,64747418.1702322
519,2018-06-30,Sem rendimento,Empréstimo com consignação em folha,3172155487.88,1487000.0,4144307810.666299
520,2018-06-30,Sem rendimento,Empréstimo sem consignação em folha,182746543.06,207431.0,238751829.3694919
521,2018-06-30,Sem rendimento,Habitacional,348126014.33,2464.0,454814199.9332299
522,2018-06-30,Sem rendimento,Outros créditos,566429254.22,1240572.0,740019583.3473076
499,2018-06-30,Mais de 2 a 3 salários mínimos,Empréstimo sem consignação em folha,2831900903.7000003,3629480.0,3699777352.994884
511,2018-06-30,Mais de 5 a 10 salários mínimos,Cartão de crédito,585461443.05,23982525.0,764884458.0747939
498,2018-06-30,Mais de 2 a 3 salários mínimos,Empréstimo com consignação em folha,23660338228.77,6584843.0,30911386563.21985
483,2018-06-30,Mais de 10 a 20 salários mínimos,Cartão de crédito,348646247.75,10286054.0,455493866.30964595
496,2018-06-30,Mais de 1 a 2 salários mínimos,Veículos,10877826001.35,1885135.0,14211491029.58762
524,2018-06-30,Sem rendimento,Veículos,2715895373.04,365928.0,3548220271.8140907
470,2018-06-30,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,9831437865.29,614576.0,12844422315.00825
471,2018-06-30,Acima de 20 salários mínimos,Habitacional,64977286818.75,247733.0,84890503730.89304
472,2018-06-30,Acima de 20 salários mínimos,Outros créditos,15151311939.8,1075445.0,19794647725.770638
473,2018-06-30,Acima de 20 salários mínimos,Rural e agroindustrial,72644622715.02,953128.0,94907604142.05545
474,2018-06-30,Acima de 20 salários mínimos,Veículos,5294657442.05,274009.0,6917280781.3890915
475,2018-06-30,Até 1 salário mínimo,Cartão de crédito,174321019.63,28873377.0,227744184.0339106
476,2018-06-30,Até 1 salário mínimo,Empréstimo com consignação em folha,25977612714.82,13232175.0,33938822888.04291
477,2018-06-30,Até 1 salário mínimo,Empréstimo sem consignação em folha,1131426062.8700001,3603814.0,1478167727.7355895
478,2018-06-30,Até 1 salário mínimo,Habitacional,16957686097.51,514854.0,22154611024.980297
479,2018-06-30,Até 1 salário mínimo,Outros créditos,961490515.1,5640165.0,1256153006.0033524
480,2018-06-30,Até 1 salário mínimo,Rural e agroindustrial,1974452185.22,190313.0,2579551237.0873837
497,2018-06-30,Mais de 2 a 3 salários mínimos,Cartão de crédito,357632958.71999997,25762457.0,467234683.1162212
481,2018-06-30,Até 1 salário mínimo,Veículos,2340994854.86,455102.0,3058426139.1959004
484,2018-06-30,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,30546863517.43,2065805.0,39908385812.21261
485,2018-06-30,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,8537065760.03,1462325.0,11153371404.599495
486,2018-06-30,Mais de 10 a 20 salários mínimos,Habitacional,80930707432.19,510491.0,105733077781.16772
487,2018-06-30,Mais de 10 a 20 salários mínimos,Outros créditos,6519585498.29,2300817.0,8517605522.838763
488,2018-06-30,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,17445423460.06,666064.0,22791822463.3517
489,2018-06-30,Mais de 10 a 20 salários mínimos,Veículos,8912916515.9,640852.0,11644406988.809734
490,2018-06-30,Mais de 1 a 2 salários mínimos,Cartão de crédito,528232473.38,56896450.0,690116853.8681436
491,2018-06-30,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,31048181737.26,11764777.0,40563340155.40569
492,2018-06-30,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,2599133740.36,5906929.0,3395675370.3580565
493,2018-06-30,Mais de 1 a 2 salários mínimos,Habitacional,85690335126.28,1524652.0,111951361312.3018
494,2018-06-30,Mais de 1 a 2 salários mínimos,Outros créditos,3454971292.87,11969831.0,4513796555.4892235
495,2018-06-30,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,3645128280.88,318775.0,4762229866.426734
482,2018-06-30,Indisponível,Rural e agroindustrial,37675402.04,3482.0,49221566.704699814
469,2018-06-30,Acima de 20 salários mínimos,Empréstimo com consignação em folha,14393034105.56,693439.0,18803984826.961674
468,2018-06-30,Acima de 20 salários mínimos,Cartão de crédito,225261165.01,5099567.0,294295663.9917546
401,2018-07-31,Sem rendimento,Habitacional,428033772.15,2837.0,552252372.4365065
377,2018-07-31,Mais de 2 a 3 salários mínimos,Cartão de crédito,364155772.61,25928320.0,469836499.93357545
378,2018-07-31,Mais de 2 a 3 salários mínimos,Empréstimo com consignação em folha,23870639200.06,6573230.0,30798077132.075684
379,2018-07-31,Mais de 2 a 3 salários mínimos,Empréstimo sem consignação em folha,2910478132.8,3690202.0,3755120643.144265
380,2018-07-31,Mais de 2 a 3 salários mínimos,Habitacional,83544854184.04,1190209.0,107790195376.98898
381,2018-07-31,Mais de 2 a 3 salários mínimos,Outros créditos,2970533878.87,6215226.0,3832605015.648356
382,2018-07-31,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,3505996968.17,264620.0,4523463496.120027
383,2018-07-31,Mais de 2 a 3 salários mínimos,Veículos,13005828130.88,1989418.0,16780216674.732159
384,2018-07-31,Mais de 3 a 5 salários mínimos,Cartão de crédito,533499640.59000003,29870382.0,688325224.2689914
385,2018-07-31,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,42165939704.11,9700425.0,54402810602.171394
387,2018-07-31,Mais de 3 a 5 salários mínimos,Habitacional,83812582245.87,1020142.0,108135620123.66443
388,2018-07-31,Mais de 3 a 5 salários mínimos,Outros créditos,4959993768.82,6378231.0,6399421037.135408
389,2018-07-31,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,6645797299.09,412909.0,8574457353.492218
376,2018-07-31,Mais de 1 a 2 salários mínimos,Veículos,10866214634.9,1867091.0,14019671348.327305
390,2018-07-31,Mais de 3 a 5 salários mínimos,Veículos,19493094063.24,2253155.0,25150135673.826576
392,2018-07-31,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,48705845380.26,6165644.0,62840645792.19266
393,2018-07-31,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,10177701782.29,3596391.0,13131346919.166023
394,2018-07-31,Mais de 5 a 10 salários mínimos,Habitacional,100952506865.27,923261.0,130249678990.79848
395,2018-07-31,Mais de 5 a 10 salários mínimos,Outros créditos,7548001131.56,5326819.0,9738487482.236969
396,2018-07-31,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,14269178575.43,697277.0,18410200862.00081
397,2018-07-31,Mais de 5 a 10 salários mínimos,Veículos,18576972007.95,1666697.0,23968148149.95892
398,2018-07-31,Sem rendimento,Cartão de crédito,46426838.62,8695388.0,59900254.23423081
399,2018-07-31,Sem rendimento,Empréstimo com consignação em folha,3329686595.88,1497079.0,4295986535.848315
400,2018-07-31,Sem rendimento,Empréstimo sem consignação em folha,204719411.69,214310.0,264130515.26688603
402,2018-07-31,Sem rendimento,Outros créditos,584428323.54,1355855.0,754033791.7096648
403,2018-07-31,Sem rendimento,Rural e agroindustrial,1363682448.05,48121.0,1759433288.179234
404,2018-07-31,Sem rendimento,Veículos,2776843850.42,366469.0,3582704693.083804
391,2018-07-31,Mais de 5 a 10 salários mínimos,Cartão de crédito,595405330.6,24032146.0,768196408.2730441
375,2018-07-31,Mais de 1 a 2 salários mínimos,Rural e agroindustrial,3615687425.9,309746.0,4664986944.633828
386,2018-07-31,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,5843841774.09,4175433.0,7539768340.414505
373,2018-07-31,Mais de 1 a 2 salários mínimos,Habitacional,86233903584.93,1531015.0,111259627015.01416
348,2018-07-31,Acima de 20 salários mínimos,Cartão de crédito,228783556.65,5144721.0,295178254.97691727
374,2018-07-31,Mais de 1 a 2 salários mínimos,Outros créditos,3446354077.4,11987369.0,4446511792.610143
349,2018-07-31,Acima de 20 salários mínimos,Empréstimo com consignação em folha,14579360248.14,699174.0,18810399574.77993
350,2018-07-31,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,9977982223.55,604178.0,12873667251.549782
351,2018-07-31,Acima de 20 salários mínimos,Habitacional,65167625380.32,248336.0,84079757402.23427
352,2018-07-31,Acima de 20 salários mínimos,Outros créditos,15045456263.47,1084310.0,19411760137.88753
353,2018-07-31,Acima de 20 salários mínimos,Rural e agroindustrial,71986563166.06,942336.0,92877601905.85016
354,2018-07-31,Acima de 20 salários mínimos,Veículos,5369079739.34,274650.0,6927226814.271588
356,2018-07-31,Até 1 salário mínimo,Empréstimo com consignação em folha,26054261341.86,13172952.0,33615402742.2879
357,2018-07-31,Até 1 salário mínimo,Empréstimo sem consignação em folha,1148621954.83,3627828.0,1481960632.2214015
358,2018-07-31,Até 1 salário mínimo,Habitacional,16899150872.51,509246.0,21803410779.081226
359,2018-07-31,Até 1 salário mínimo,Outros créditos,951908381.92,5651054.0,1228159309.9931662
360,2018-07-31,Até 1 salário mínimo,Rural e agroindustrial,1980403401.98,187831.0,2555131273.0097237
355,2018-07-31,Até 1 salário mínimo,Cartão de crédito,171183201.22,28956904.0,220861845.83092102
362,2018-07-31,Indisponível,Rural e agroindustrial,35230411.47,3391.0,45454540.230539635
372,2018-07-31,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,2667624109.5,6108724.0,3441788566.9169345
361,2018-07-31,Até 1 salário mínimo,Veículos,2291037185.11,444574.0,2955913302.0323133
370,2018-07-31,Mais de 1 a 2 salários mínimos,Cartão de crédito,534308993.90999997,57374998.0,689369457.9724774
369,2018-07-31,Mais de 10 a 20 salários mínimos,Veículos,9014577264.51,642064.0,11630674971.81797
368,2018-07-31,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,17745211907.8,658674.0,22895005051.22957
367,2018-07-31,Mais de 10 a 20 salários mínimos,Outros créditos,6530185866.71,2275801.0,8425294619.224924
371,2018-07-31,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,31382719147.19,11769874.0,40490218833.6455
365,2018-07-31,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,8636076702.72,1416957.0,11142330717.655178
364,2018-07-31,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,30723861779.06,2060371.0,39640156132.23895
363,2018-07-31,Mais de 10 a 20 salários mínimos,Cartão de crédito,352932502.03000003,10335053.0,455356152.3358401
366,2018-07-31,Mais de 10 a 20 salários mínimos,Habitacional,81155037476.93,512124.0,104706835997.2824
42,2018-08-31,Mais de 3 a 5 salários mínimos,Veículos,19942791038.85,2267451.0,25645690608.82916
32,2018-08-31,Mais de 2 a 3 salários mínimos,Habitacional,84498290222.31,1201109.0,108661671467.89586
33,2018-08-31,Mais de 2 a 3 salários mínimos,Outros créditos,3002296094.1,6204711.0,3860841574.0500484
34,2018-08-31,Mais de 2 a 3 salários mínimos,Rural e agroindustrial,3414355191.26,262725.0,4390734310.614981
35,2018-08-31,Mais de 2 a 3 salários mínimos,Veículos,13206512950.51,1985669.0,16983086494.286686
36,2018-08-31,Mais de 3 a 5 salários mínimos,Cartão de crédito,545435787.62,30534961.0,701410220.3164935
37,2018-08-31,Mais de 3 a 5 salários mínimos,Empréstimo com consignação em folha,42622093521.16,9652214.0,54810433575.46423
38,2018-08-31,Mais de 3 a 5 salários mínimos,Empréstimo sem consignação em folha,5947982574.21,4296777.0,7648885281.28975
39,2018-08-31,Mais de 3 a 5 salários mínimos,Habitacional,84459173086.84,1028243.0,108611368280.55298
40,2018-08-31,Mais de 3 a 5 salários mínimos,Outros créditos,5027605398.96,6518889.0,6465314324.049718
41,2018-08-31,Mais de 3 a 5 salários mínimos,Rural e agroindustrial,6549271775.25,413794.0,8422120922.492715
43,2018-08-31,Mais de 5 a 10 salários mínimos,Cartão de crédito,612785399.65,24001325.0,788019326.8042109
54,2018-08-31,Sem rendimento,Outros créditos,470495227.13,1290292.0,605039435.2726758
45,2018-08-31,Mais de 5 a 10 salários mínimos,Empréstimo sem consignação em folha,10313425765.56,3650894.0,13262683532.381376
46,2018-08-31,Mais de 5 a 10 salários mínimos,Habitacional,101335283934.53,927254.0,130313421751.25517
47,2018-08-31,Mais de 5 a 10 salários mínimos,Outros créditos,7649803077.150001,5207672.0,9837363413.820894
48,2018-08-31,Mais de 5 a 10 salários mínimos,Rural e agroindustrial,14214032454.89,705093.0,18278719259.09654
49,2018-08-31,Mais de 5 a 10 salários mínimos,Veículos,19068572279.11,1679782.0,24521477664.25933
50,2018-08-31,Sem rendimento,Cartão de crédito,45452108.0,8730663.0,58449727.37348131
51,2018-08-31,Sem rendimento,Empréstimo com consignação em folha,3401573351.92,1468565.0,4374297338.654195
52,2018-08-31,Sem rendimento,Empréstimo sem consignação em folha,201919164.79000002,161201.0,259660566.9742875
53,2018-08-31,Sem rendimento,Habitacional,381287899.71000004,2187.0,490322116.3880185
56,2018-08-31,Sem rendimento,Veículos,2858827660.49,367900.0,3676346482.3987455
55,2018-08-31,Sem rendimento,Rural e agroindustrial,1324281344.69,42105.0,1702976758.8099048
31,2018-08-31,Mais de 2 a 3 salários mínimos,Empréstimo sem consignação em folha,2959019131.88,3832082.0,3805189003.583758
44,2018-08-31,Mais de 5 a 10 salários mínimos,Empréstimo com consignação em folha,49517798163.71,6184592.0,63678054333.6719
30,2018-08-31,Mais de 2 a 3 salários mínimos,Empréstimo com consignação em folha,24043242190.52,6545373.0,30918718912.013447
1,2018-08-31,Acima de 20 salários mínimos,Empréstimo com consignação em folha,14867454561.2,676264.0,19118995885.510113
28,2018-08-31,Mais de 1 a 2 salários mínimos,Veículos,10959874265.7,1857531.0,14093992359.557861
2,2018-08-31,Acima de 20 salários mínimos,Empréstimo sem consignação em folha,10680490755.64,613230.0,13734715513.79191
3,2018-08-31,Acima de 20 salários mínimos,Habitacional,65548285639.78,248872.0,84292667469.77327
0,2018-08-31,Acima de 20 salários mínimos,Cartão de crédito,234051644.91,5241111.0,300981746.2438564
4,2018-08-31,Acima de 20 salários mínimos,Outros créditos,15617260020.09,1075468.0,20083217933.369114
5,2018-08-31,Acima de 20 salários mínimos,Rural e agroindustrial,72988947285.59,969768.0,93861082749.3443
6,2018-08-31,Acima de 20 salários mínimos,Veículos,5530884227.41,277158.0,7112512256.338085
7,2018-08-31,Até 1 salário mínimo,Cartão de crédito,170958476.62,28832494.0,219846268.7500584
8,2018-08-31,Até 1 salário mínimo,Empréstimo com consignação em folha,26227651250.57,13105373.0,33727788054.243
9,2018-08-31,Até 1 salário mínimo,Empréstimo sem consignação em folha,1160000469.21,3713744.0,1491717637.792177
10,2018-08-31,Até 1 salário mínimo,Habitacional,17130314493.8,509174.0,22028949944.073124
11,2018-08-31,Até 1 salário mínimo,Outros créditos,968965133.98,5540779.0,1246053272.5025601
12,2018-08-31,Até 1 salário mínimo,Rural e agroindustrial,1990360172.07,189412.0,2559529459.723339
29,2018-08-31,Mais de 2 a 3 salários mínimos,Cartão de crédito,373117458.52,26173377.0,479815231.6451466
14,2018-08-31,Indisponível,Rural e agroindustrial,33975490.47,3342.0,43691222.31584534
16,2018-08-31,Mais de 10 a 20 salários mínimos,Empréstimo com consignação em folha,31066931735.57,2063460.0,39950923514.3642
17,2018-08-31,Mais de 10 a 20 salários mínimos,Empréstimo sem consignação em folha,8811001749.19,1437194.0,11330621896.07185
18,2018-08-31,Mais de 10 a 20 salários mínimos,Habitacional,81407551397.42,512639.0,104687095817.90721
19,2018-08-31,Mais de 10 a 20 salários mínimos,Outros créditos,6646062915.67,2380603.0,8546590743.996204
20,2018-08-31,Mais de 10 a 20 salários mínimos,Rural e agroindustrial,17986206329.71,675814.0,23129595143.414104
21,2018-08-31,Mais de 10 a 20 salários mínimos,Veículos,9251561779.74,646930.0,11897165777.321539
22,2018-08-31,Mais de 1 a 2 salários mínimos,Cartão de crédito,539848775.96,57564435.0,694225530.2607658
23,2018-08-31,Mais de 1 a 2 salários mínimos,Empréstimo com consignação em folha,31689527326.17,11735025.0,40751558383.36745
24,2018-08-31,Mais de 1 a 2 salários mínimos,Empréstimo sem consignação em folha,2746997509.37,6374419.0,3532537050.169569
25,2018-08-31,Mais de 1 a 2 salários mínimos,Habitacional,86847121676.02,1538285.0,111682181718.2809
